date,contVaeMngr_AbortAllVaeMigrations:03582,raidMigrate_TrcErrCb:00200,contCmd_StartMigration:05425,contVaeMngr_AbortAllVaeMigrations:03547,contCmd_AbortMigration:05459,contCmd_EndMigration:05488,contCmd_EndMigration:05521,contCmd_AbortMigration:05478,contCmd_StartMigration:05449,raidComb_StartMigrate:02486,raidComb_EndMigrateInter:02725,
30/03 12:12:14,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:12:21,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:12:32,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:12:42,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:12:57,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:13:21,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:14:36,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:14:52,0,0,1,0,12,0,0,5,1,1,0,
30/03 12:14:53,0,0,2,0,0,0,0,7,2,2,0,
30/03 12:15:02,0,0,2,0,0,0,0,0,2,2,0,
30/03 12:15:03,0,0,3,0,0,0,0,0,3,3,0,
30/03 12:15:04,0,0,3,0,0,0,0,0,3,3,0,
30/03 12:15:07,0,0,1,0,0,0,0,0,1,1,0,
30/03 12:15:54,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:16:00,0,0,2,0,0,2,2,0,2,2,2,
30/03 12:16:01,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:16:14,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:16:29,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:16:41,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:17:06,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:17:10,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:17:12,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:17:34,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:17:36,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:17:51,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:18:05,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:18:25,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:19:15,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:21:16,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:27:09,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:27:58,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:28:12,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:28:48,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:29:06,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:29:46,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:30:36,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:33:06,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:33:10,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:33:19,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:34:01,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:34:05,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:35:07,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:35:11,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:35:12,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:35:43,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:36:23,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:36:25,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:36:32,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:37:19,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:37:26,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:38:11,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:38:17,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:39:07,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:39:39,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:40:00,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:43:43,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:44:34,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:45:08,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:47:34,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:48:25,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:52:15,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:52:45,0,0,0,0,0,1,1,0,0,0,1,
30/03 12:52:47,0,0,1,0,0,0,0,0,1,1,0,
30/03 12:53:08,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:53:40,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:54:01,0,0,1,0,0,1,1,0,1,1,1,
30/03 12:55:26,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:00:14,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:00:37,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:01:00,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:01:03,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:02:47,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:04:20,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:04:58,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:08:36,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:10:17,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:10:42,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:11:09,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:11:58,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:17:04,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:17:39,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:17:56,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:18:34,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:18:49,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:20:35,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:21:33,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:22:43,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:25:15,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:25:36,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:26:10,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:26:33,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:27:04,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:27:30,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:27:51,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:27:58,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:28:15,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:28:31,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:29:05,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:29:27,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:30:05,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:30:58,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:31:02,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:31:42,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:33:09,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:34:06,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:34:09,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:34:53,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:34:56,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:35:54,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:36:52,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:37:45,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:39:34,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:40:23,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:42:40,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:43:12,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:45:23,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:46:47,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:49:02,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:50:28,0,0,2,0,0,2,2,0,2,2,2,
30/03 13:51:09,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:52:01,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:52:54,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:53:03,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:53:47,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:54:39,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:55:32,0,0,2,0,0,2,2,0,2,2,2,
30/03 13:58:57,0,0,1,0,0,1,1,0,1,1,1,
30/03 13:59:51,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:00:43,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:01:16,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:02:13,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:02:33,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:03:27,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:04:21,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:04:23,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:05:21,0,0,2,0,0,2,2,0,2,2,2,
30/03 14:05:22,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:06:16,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:06:23,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:07:21,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:08:09,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:08:19,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:11:23,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:12:16,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:13:08,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:16:38,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:17:51,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:19:49,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:21:45,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:22:10,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:22:42,0,0,2,0,0,2,2,0,2,2,2,
30/03 14:23:06,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:23:38,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:23:58,0,0,2,0,0,2,2,0,2,2,2,
30/03 14:24:32,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:25:02,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:25:42,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:28:23,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:29:37,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:31:20,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:32:55,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:33:48,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:33:54,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:34:09,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:35:05,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:36:34,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:37:13,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:39:22,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:39:59,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:40:11,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:40:17,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:40:56,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:41:18,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:42:00,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:42:18,0,0,0,0,0,1,1,0,0,0,1,
30/03 14:42:19,0,0,1,0,0,0,0,0,1,1,0,
30/03 14:43:13,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:44:11,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:45:37,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:49:45,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:50:13,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:50:38,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:51:37,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:52:32,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:52:51,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:53:25,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:56:15,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:58:44,0,0,1,0,0,1,1,0,1,1,1,
30/03 14:59:40,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:00:38,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:02:14,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:02:17,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:02:27,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:03:08,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:04:02,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:05:35,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:07:38,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:08:04,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:09:00,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:09:46,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:09:54,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:10:49,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:10:50,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:11:51,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:12:48,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:13:58,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:16:47,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:17:46,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:18:46,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:19:07,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:19:42,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:21:40,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:22:28,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:22:44,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:25:26,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:27:35,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:27:57,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:28:21,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:28:47,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:28:59,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:30:01,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:30:22,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:31:03,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:31:14,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:33:35,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:34:20,0,0,0,0,0,1,1,0,0,0,1,
30/03 15:34:28,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:36:03,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:37:05,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:38:03,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:38:30,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:41:13,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:44:29,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:45:27,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:45:59,0,0,0,0,0,1,1,0,0,0,1,
30/03 15:46:13,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:46:42,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:48:18,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:49:51,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:50:03,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:50:31,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:51:04,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:53:44,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:53:51,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:53:53,0,0,1,0,0,1,1,0,1,1,1,
30/03 15:54:25,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:01:05,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:02:23,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:03:23,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:03:46,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:04:19,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:05:05,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:06:11,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:06:28,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:08:26,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:09:20,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:13:58,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:16:37,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:18:00,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:18:47,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:19:22,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:19:49,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:20:50,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:21:05,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:22:46,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:22:56,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:23:46,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:25:36,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:28:26,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:33:25,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:34:36,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:35:49,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:37:18,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:37:32,0,0,0,0,0,1,1,0,0,0,1,
30/03 16:37:33,0,0,1,0,0,0,0,0,1,1,0,
30/03 16:38:58,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:39:51,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:40:16,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:43:24,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:47:09,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:49:00,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:49:05,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:50:11,0,0,0,0,0,1,1,0,0,0,1,
30/03 16:50:38,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:50:50,0,0,1,0,0,1,1,0,1,1,1,
30/03 16:51:47,0,0,0,0,0,1,1,0,0,0,1,
30/03 16:52:43,0,0,0,0,0,1,1,0,0,0,1,
30/03 16:57:13,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:03:14,0,0,0,0,0,1,1,0,0,0,1,
30/03 17:12:32,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:15:28,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:18:52,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:19:05,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:19:25,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:19:38,0,0,0,0,0,1,1,0,0,0,1,
30/03 17:19:39,0,0,1,0,0,0,0,0,1,1,0,
30/03 17:19:54,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:20:29,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:20:30,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:20:44,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:21:08,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:21:38,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:21:39,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:22:12,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:22:27,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:22:31,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:22:46,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:23:20,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:23:49,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:23:51,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:24:48,0,0,0,0,0,1,1,0,0,0,1,
30/03 17:24:49,0,0,1,0,0,0,0,0,1,1,0,
30/03 17:24:56,0,0,0,0,0,1,1,0,0,0,1,
30/03 17:24:57,0,0,1,0,0,0,0,0,1,1,0,
30/03 17:25:03,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:25:21,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:26:33,0,0,2,0,0,2,2,0,2,2,2,
30/03 17:26:55,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:27:23,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:27:48,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:28:29,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:29:18,0,0,2,0,0,2,2,0,2,2,2,
30/03 17:29:21,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:29:41,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:29:59,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:30:00,0,0,0,0,0,1,1,0,0,0,1,
30/03 17:30:01,0,0,1,0,0,0,0,0,1,1,0,
30/03 17:30:55,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:31:06,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:31:23,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:31:31,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:31:57,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:32:04,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:32:32,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:33:04,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:33:09,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:33:26,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:33:42,0,0,2,0,0,2,2,0,2,2,2,
30/03 17:34:23,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:34:59,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:35:04,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:35:19,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:35:37,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:35:41,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:36:30,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:36:45,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:36:53,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:37:24,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:37:25,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:37:45,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:38:19,0,0,0,0,0,1,1,0,0,0,1,
30/03 17:38:28,0,0,0,0,0,1,1,0,0,0,1,
30/03 17:38:42,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:39:09,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:39:21,0,0,0,0,0,1,1,0,0,0,1,
30/03 17:39:39,0,0,0,0,0,1,1,0,0,0,1,
30/03 17:40:29,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:40:50,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:42:03,0,0,0,0,0,1,1,0,0,0,1,
30/03 17:42:36,0,0,0,0,0,1,1,0,0,0,1,
30/03 17:42:38,0,0,12,0,0,0,0,0,12,12,0,
30/03 17:42:59,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:43:00,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:43:14,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:43:19,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:43:23,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:43:35,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:43:37,0,0,2,0,0,2,2,0,2,2,2,
30/03 17:43:38,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:43:42,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:43:46,0,0,0,0,0,1,1,0,0,0,1,
30/03 17:43:47,0,0,2,0,0,1,1,0,2,2,1,
30/03 17:43:49,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:44:03,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:44:04,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:44:07,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:44:09,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:44:15,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:44:19,0,0,2,0,0,2,2,0,2,2,2,
30/03 17:44:21,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:44:27,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:44:38,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:44:48,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:44:50,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:44:57,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:45:05,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:45:12,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:45:19,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:45:24,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:45:28,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:45:38,0,0,0,0,0,1,1,0,0,0,1,
30/03 17:45:39,0,0,1,0,0,0,0,0,1,1,0,
30/03 17:45:42,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:45:43,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:45:47,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:45:50,0,0,2,0,0,2,2,0,2,2,2,
30/03 17:45:54,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:46:05,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:46:06,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:46:07,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:46:09,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:46:16,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:46:17,0,0,2,0,0,2,2,0,2,2,2,
30/03 17:46:33,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:46:34,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:46:42,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:46:45,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:46:58,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:46:59,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:47:06,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:47:08,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:47:24,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:47:27,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:47:30,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:47:35,0,0,1,0,0,1,1,0,1,1,1,
30/03 17:47:37,0,0,2,0,0,2,2,0,2,2,2,
30/03 17:47:52,0,0,2,0,0,2,2,0,2,2,2,
30/03 17:47:53,0,0,1,0,0,1,1,0,1,1,1,
